originalKdmName,ourGameName,auditDisplayName,methodToMake,sourceExpansion,sourceLocation,sourceMonsterOrEvent,ourItemType,ourSlot,ourWeaponType,ourHands,ourKeywords,card1Text,card2Text,card3Text,card4Text,passiveEffects,statusAndMechanicsTouched,weakPointRole,harvestRole,partyRole,riskOrDrawback,implementationComplexity,sourceUrl,verificationStatus
WEB EYE WREATH,Pale Web Eye Wreath,Pale Web Eye Wreath (WEB EYE WREATH),"Unlock: crafted, quarryDiscovery | Location: Cotton Mill | Source: Spurkulese | Cost: 1 Cotton Fibre; 1 Muscled Fang",Fen's Fan Expansions / Spurkulese,Cotton Mill,Spurkulese,charm,head,charm,0,"Charm, Passive, Survival","Pale Web Eye Gleam — Cost 0 Skill. [Exhaust] Trigger this charm's keyword effect: If this survivor spent Survival this turn, gain +2 damage or +2 block as appropriate.. Exhaust.",,,,"Charm: once per combat, when its keyword condition triggers, gain +1 Survival or improve a related preview by +1.",,Uses charm weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Fen's Fan Expansions/Spurkulese/KDM - Cotton Mill.pdf,verified
WHISKER HARP,Hollow Whisker Harp,Hollow Whisker Harp (WHISKER HARP),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,tool,tool,instrument,0,"Support, Party, Panic, Predator",Hollow Whisker Harp Call — Cost 1 Skill. [Block: 3] Choose another living survivor. They gain 1 Survival and 3 block before the next monster attack.,Hollow Whisker Harp Dirge — Cost 0 Skill. [Status: Panic +1; Exhaust] Add 1 Panic to this survivor's discard. The next ally draws 1 at the start of their turn. Exhaust.,,,"Party Support: once per hunt, when this survivor uses a support card, the next ally gains +1 Survival. Source tie: White Lion.","Panic, Party, Support",Uses instrument weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",medium,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHISTLING MACE,Grave Whistling Mace,Grave Whistling Mace (WHISTLING MACE),Unlock: crafted | Location: Weapon Crafter | Source: Settlement | Cost: 1 Bone; 1 Hide; 1 Sinew,Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium,Weapon Crafter,Settlement,weapon,weapon,hammer,2,"Heavy, Guardbreaker, WeakPoint","Grave Whistling Mace Break Guard — Cost 1 Attack. [Damage: 6; Break: 8] Remove 4 monster block, then deal 6 damage. Against Shell/Hide/Bone, deal +4 break damage.","Grave Whistling Mace Stagger Blow — Cost 1 Attack. [Damage: 5; Status: Stagger 2] Deal 5 damage and apply Stagger 2. If this breaks a weak point, reduce the monster's next damage by 2.",Grave Whistling Mace Brace Weight — Cost 1 Skill. [Block: 6] Gain 6 block. Your next breaker attack this turn gains +3 break damage.,,Breaker: +2 break damage against hide/shell/bone/horn weak points; fragile overkill risk still applies.,WeakPoint,Uses hammer weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",medium,References - PDF/Base Game/KDM - Weapon Crafter.pdf; References - PDF/Community Edition 2.0/KDM - Weapon Crafter (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Weapon Crafter (Fen's Dagger Emporium).pdf,verified
WHITE LION ARMOR SET,Pale Hunter Armor Set,Pale Hunter Armor Set (WHITE LION ARMOR SET),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,set,set,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Armor Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Armor Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHITE LION BOOTS,Pale Hunter Treads,Pale Hunter Treads (WHITE LION BOOTS),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,legs,legs,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Treads Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Treads Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHITE LION COAT,Pale Hunter Coat,Pale Hunter Coat (WHITE LION COAT),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,body,body,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Coat Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Coat Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHITE LION GAUNTLETS,Pale Hunter Gloves,Pale Hunter Gloves (WHITE LION GAUNTLETS),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,arms,arms,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Gloves Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Gloves Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHITE LION HELM,Pale Hunter Crown,Pale Hunter Crown (WHITE LION HELM),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,head,head,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Crown Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Crown Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
WHITE LION MASK,Pale Hunter Visage,Pale Hunter Visage (WHITE LION MASK),"Unlock: crafted, quarryDiscovery | Location: Mask Maker | Source: White Lion | Cost: 1 Pale Lion Hide; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Spidicules Intergration Package (SIP),Mask Maker,White Lion,charm,head,charm,0,"Charm, Passive, Survival, Predator","Pale Hunter Visage Gleam — Cost 0 Skill. [Exhaust] Trigger this charm's keyword effect: If this survivor spent Survival this turn, gain +2 damage or +2 block as appropriate.. Exhaust.",,,,"Charm: once per combat, when its keyword condition triggers, gain +1 Survival or improve a related preview by +1.",,Uses charm weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Mask Maker.pdf; References - PDF/Community Edition 2.0/KDM - Mask Maker (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Spidicules Intergration Package (SIP)/KDM - Mask Maker (SIP).pdf,verified
WHITE LION SKIRT,Pale Hunter Skirt,Pale Hunter Skirt (WHITE LION SKIRT),"Unlock: crafted, quarryDiscovery, promoOrEvent | Location: Catarium | Source: White Lion | Event: promo/vignette/settlement/hunt event table | Cost: 1 Pale Lion Hide; 1 Pale Lion Claw; 1 Pale Lion Sinew",Base Game; Community Edition 2.0; Fen's Fan Expansions / Fen's Dagger Emporium; Vignettes of Death,Catarium; Giga-Catarium,White Lion,legs,waist,armor,0,"Defensive, Party, WoundCare, Predator",Pale Hunter Skirt Bind Wounds — Cost 0 Skill. [Exhaust] Choose a survivor. Remove Bleed 3 or heal 2 HP after combat. Exhaust.,"Pale Hunter Skirt Field Dress — Cost 1 Skill. [Block: 4] Gain 4 block. If this survivor has a light wound, downgrade it after combat.",,,"Wound Care: once per hunt after combat, downgrade one light wound or remove Bleed 2 from a chosen survivor.","Party, WoundCare",Uses armor weak-point suitability; preferred targets depend on source monster and item keywords.,Improves clean/messy/ruined harvest odds when matched to the correct weak point; poor matches can ruin fragile parts.,Designed to give one survivor a distinct role in a four-person party rather than duplicate generic damage.,"High power or rare versions add Panic, fragile harvest risk, support tempo cost, or reduced direct monster HP damage when chasing parts.",low,References - PDF/Base Game/KDM - Catarium.pdf; References - PDF/Community Edition 2.0/KDM - Catarium (CE 2.0).pdf; References - PDF/Fen's Fan Expansions/Fen's Dagger Emporium/KDM - Catarium (Fen's Dagger Emporium).pdf; References - PDF/Vignettes of Death/KDM - Giga-Catarium (White Gigalion).pdf,verified
